comunidad,provincia,year,Tipo,numero,Textbox6,Textbox7,numero1
Galicia,"Coruña, A",2020,Total víctimas,1.676,Subtotal Galicia,4.800,95.932
Galicia,"Coruña, A",2021,Nº de accidentes con víctimas,1.458,Subtotal Galicia,3.920,89.862
Galicia,"Coruña, A",2021,Víctimas mortales,42,Subtotal Galicia,104,1.533
Galicia,"Coruña, A",2021,Heridos hospitalizados,219,Subtotal Galicia,487,7.784
Galicia,"Coruña, A",2021,Total víctimas,2.014,Subtotal Galicia,5.481,119.695
Galicia,"Coruña, A",2022,Nº de accidentes con víctimas,1.654,Subtotal Galicia,4.493,97.916
Galicia,"Coruña, A",2022,Víctimas mortales,62,Subtotal Galicia,123,1.746
Galicia,"Coruña, A",2022,Heridos hospitalizados,237,Subtotal Galicia,539,8.502
Galicia,"Coruña, A",2022,Total víctimas,2.334,Subtotal Galicia,6.199,129.576
Galicia,Lugo,2011,Nº de accidentes con víctimas,366,Subtotal Galicia,3.231,83.027
Galicia,Lugo,2011,Víctimas mortales,35,Subtotal Galicia,186,2.060
Galicia,Lugo,2011,Heridos hospitalizados,164,Subtotal Galicia,822,11.347
Galicia,Lugo,2011,Total víctimas,531,Subtotal Galicia,4.869,117.687
Galicia,Lugo,2012,Nº de accidentes con víctimas,469,Subtotal Galicia,3.600,83.115
Galicia,Lugo,2012,Víctimas mortales,33,Subtotal Galicia,157,1.903
Galicia,Lugo,2012,Heridos hospitalizados,133,Subtotal Galicia,806,10.444
Galicia,Lugo,2012,Total víctimas,679,Subtotal Galicia,5.478,117.793
Galicia,Lugo,2013,Nº de accidentes con víctimas,522,Subtotal Galicia,3.785,89.519
Galicia,Lugo,2013,Víctimas mortales,14,Subtotal Galicia,132,1.680
Galicia,Lugo,2013,Heridos hospitalizados,129,Subtotal Galicia,679,10.086
Galicia,Lugo,2013,Total víctimas,741,Subtotal Galicia,5.737,126.400
Galicia,Lugo,2014,Nº de accidentes con víctimas,546,Subtotal Galicia,3.887,91.570
Galicia,Lugo,2014,Víctimas mortales,33,Subtotal Galicia,139,1.688
Galicia,Lugo,2014,Heridos hospitalizados,100,Subtotal Galicia,697,9.574
Galicia,Lugo,2014,Total víctimas,779,Subtotal Galicia,5.824,128.320
Galicia,Lugo,2015,Nº de accidentes con víctimas,549,Subtotal Galicia,4.463,97.756
Galicia,Lugo,2015,Víctimas mortales,22,Subtotal Galicia,123,1.689
Galicia,Lugo,2015,Heridos hospitalizados,141,Subtotal Galicia,733,9.495
Galicia,Lugo,2015,Total víctimas,816,Subtotal Galicia,6.649,136.144
Galicia,Lugo,2016,Nº de accidentes con víctimas,611,Subtotal Galicia,4.737,102.362
Galicia,Lugo,2016,Víctimas mortales,32,Subtotal Galicia,141,1.810
Galicia,Lugo,2016,Heridos hospitalizados,114,Subtotal Galicia,764,9.755
Galicia,Lugo,2016,Total víctimas,924,Subtotal Galicia,6.989,142.200
Galicia,Lugo,2017,Nº de accidentes con víctimas,547,Subtotal Galicia,4.629,102.233
Galicia,Lugo,2017,Víctimas mortales,22,Subtotal Galicia,117,1.830
Galicia,Lugo,2017,Heridos hospitalizados,107,Subtotal Galicia,691,9.546
Galicia,Lugo,2017,Total víctimas,802,Subtotal Galicia,6.833,140.992
Galicia,Lugo,2018,Nº de accidentes con víctimas,532,Subtotal Galicia,4.380,102.299
Galicia,Lugo,2018,Víctimas mortales,26,Subtotal Galicia,144,1.806
Galicia,Lugo,2018,Heridos hospitalizados,85,Subtotal Galicia,622,8.935
Galicia,Lugo,2018,Total víctimas,808,Subtotal Galicia,6.411,140.415
Galicia,Lugo,2019,Nº de accidentes con víctimas,453,Subtotal Galicia,4.527,104.080
Galicia,Lugo,2019,Víctimas mortales,22,Subtotal Galicia,127,1.755
Galicia,Lugo,2019,Heridos hospitalizados,70,Subtotal Galicia,634,8.613
Galicia,Lugo,2019,Total víctimas,655,Subtotal Galicia,6.625,141.113
Galicia,Lugo,2020,Nº de accidentes con víctimas,381,Subtotal Galicia,3.451,72.959
Galicia,Lugo,2020,Víctimas mortales,16,Subtotal Galicia,103,1.370
Galicia,Lugo,2020,Heridos hospitalizados,64,Subtotal Galicia,461,6.681
Galicia,Lugo,2020,Total víctimas,515,Subtotal Galicia,4.800,95.932
Galicia,Lugo,2021,Nº de accidentes con víctimas,412,Subtotal Galicia,3.920,89.862
Galicia,Lugo,2021,Víctimas mortales,12,Subtotal Galicia,104,1.533
Galicia,Lugo,2021,Heridos hospitalizados,61,Subtotal Galicia,487,7.784
Galicia,Lugo,2021,Total víctimas,558,Subtotal Galicia,5.481,119.695
Galicia,Lugo,2022,Nº de accidentes con víctimas,449,Subtotal Galicia,4.493,97.916
Galicia,Lugo,2022,Víctimas mortales,20,Subtotal Galicia,123,1.746
Galicia,Lugo,2022,Heridos hospitalizados,69,Subtotal Galicia,539,8.502
Galicia,Lugo,2022,Total víctimas,612,Subtotal Galicia,6.199,129.576
Galicia,Ourense,2011,Nº de accidentes con víctimas,277,Subtotal Galicia,3.231,83.027
Galicia,Ourense,2011,Víctimas mortales,34,Subtotal Galicia,186,2.060
Galicia,Ourense,2011,Heridos hospitalizados,81,Subtotal Galicia,822,11.347
Galicia,Ourense,2011,Total víctimas,390,Subtotal Galicia,4.869,117.687
Galicia,Ourense,2012,Nº de accidentes con víctimas,325,Subtotal Galicia,3.600,83.115
Galicia,Ourense,2012,Víctimas mortales,17,Subtotal Galicia,157,1.903
Galicia,Ourense,2012,Heridos hospitalizados,115,Subtotal Galicia,806,10.444
Galicia,Ourense,2012,Total víctimas,464,Subtotal Galicia,5.478,117.793
Galicia,Ourense,2013,Nº de accidentes con víctimas,313,Subtotal Galicia,3.785,89.519
Galicia,Ourense,2013,Víctimas mortales,14,Subtotal Galicia,132,1.680
Galicia,Ourense,2013,Heridos hospitalizados,85,Subtotal Galicia,679,10.086
Galicia,Ourense,2013,Total víctimas,454,Subtotal Galicia,5.737,126.400
Galicia,Ourense,2014,Nº de accidentes con víctimas,373,Subtotal Galicia,3.887,91.570
Galicia,Ourense,2014,Víctimas mortales,18,Subtotal Galicia,139,1.688
Galicia,Ourense,2014,Heridos hospitalizados,88,Subtotal Galicia,697,9.574
Galicia,Ourense,2014,Total víctimas,513,Subtotal Galicia,5.824,128.320
Galicia,Ourense,2015,Nº de accidentes con víctimas,403,Subtotal Galicia,4.463,97.756
Galicia,Ourense,2015,Víctimas mortales,11,Subtotal Galicia,123,1.689
Galicia,Ourense,2015,Heridos hospitalizados,83,Subtotal Galicia,733,9.495
Galicia,Ourense,2015,Total víctimas,561,Subtotal Galicia,6.649,136.144
Galicia,Ourense,2016,Nº de accidentes con víctimas,422,Subtotal Galicia,4.737,102.362
Galicia,Ourense,2016,Víctimas mortales,15,Subtotal Galicia,141,1.810
Galicia,Ourense,2016,Heridos hospitalizados,86,Subtotal Galicia,764,9.755
Galicia,Ourense,2016,Total víctimas,603,Subtotal Galicia,6.989,142.200
Galicia,Ourense,2017,Nº de accidentes con víctimas,446,Subtotal Galicia,4.629,102.233
Galicia,Ourense,2017,Víctimas mortales,13,Subtotal Galicia,117,1.830
Galicia,Ourense,2017,Heridos hospitalizados,91,Subtotal Galicia,691,9.546
Galicia,Ourense,2017,Total víctimas,612,Subtotal Galicia,6.833,140.992
Galicia,Ourense,2018,Nº de accidentes con víctimas,402,Subtotal Galicia,4.380,102.299
Galicia,Ourense,2018,Víctimas mortales,19,Subtotal Galicia,144,1.806
Galicia,Ourense,2018,Heridos hospitalizados,103,Subtotal Galicia,622,8.935
Galicia,Ourense,2018,Total víctimas,588,Subtotal Galicia,6.411,140.415
Galicia,Ourense,2019,Nº de accidentes con víctimas,390,Subtotal Galicia,4.527,104.080
Galicia,Ourense,2019,Víctimas mortales,15,Subtotal Galicia,127,1.755
Galicia,Ourense,2019,Heridos hospitalizados,82,Subtotal Galicia,634,8.613
Galicia,Ourense,2019,Total víctimas,525,Subtotal Galicia,6.625,141.113
Galicia,Ourense,2020,Nº de accidentes con víctimas,352,Subtotal Galicia,3.451,72.959
Galicia,Ourense,2020,Víctimas mortales,16,Subtotal Galicia,103,1.370
Galicia,Ourense,2020,Heridos hospitalizados,68,Subtotal Galicia,461,6.681
Galicia,Ourense,2020,Total víctimas,454,Subtotal Galicia,4.800,95.932
Galicia,Ourense,2021,Nº de accidentes con víctimas,386,Subtotal Galicia,3.920,89.862
Galicia,Ourense,2021,Víctimas mortales,13,Subtotal Galicia,104,1.533
Galicia,Ourense,2021,Heridos hospitalizados,64,Subtotal Galicia,487,7.784
Galicia,Ourense,2021,Total víctimas,508,Subtotal Galicia,5.481,119.695
Galicia,Ourense,2022,Nº de accidentes con víctimas,433,Subtotal Galicia,4.493,97.916
Galicia,Ourense,2022,Víctimas mortales,14,Subtotal Galicia,123,1.746
Galicia,Ourense,2022,Heridos hospitalizados,57,Subtotal Galicia,539,8.502
Galicia,Ourense,2022,Total víctimas,539,Subtotal Galicia,6.199,129.576
Galicia,Pontevedra,2011,Nº de accidentes con víctimas,1.672,Subtotal Galicia,3.231,83.027
Galicia,Pontevedra,2011,Víctimas mortales,54,Subtotal Galicia,186,2.060
Galicia,Pontevedra,2011,Heridos hospitalizados,255,Subtotal Galicia,822,11.347
Galicia,Pontevedra,2011,Total víctimas,2.596,Subtotal Galicia,4.869,117.687
Galicia,Pontevedra,2012,Nº de accidentes con víctimas,1.729,Subtotal Galicia,3.600,83.115
Galicia,Pontevedra,2012,Víctimas mortales,52,Subtotal Galicia,157,1.903
Galicia,Pontevedra,2012,Heridos hospitalizados,252,Subtotal Galicia,806,10.444
Galicia,Pontevedra,2012,Total víctimas,2.766,Subtotal Galicia,5.478,117.793
Galicia,Pontevedra,2013,Nº de accidentes con víctimas,1.694,Subtotal Galicia,3.785,89.519
Galicia,Pontevedra,2013,Víctimas mortales,31,Subtotal Galicia,132,1.680
Galicia,Pontevedra,2013,Heridos hospitalizados,227,Subtotal Galicia,679,10.086
Galicia,Pontevedra,2013,Total víctimas,2.711,Subtotal Galicia,5.737,126.400
Galicia,Pontevedra,2014,Nº de accidentes con víctimas,1.854,Subtotal Galicia,3.887,91.570
Galicia,Pontevedra,2014,Víctimas mortales,33,Subtotal Galicia,139,1.688
Galicia,Pontevedra,2014,Heridos hospitalizados,283,Subtotal Galicia,697,9.574
Galicia,Pontevedra,2014,Total víctimas,2.871,Subtotal Galicia,5.824,128.320
Galicia,Pontevedra,2015,Nº de accidentes con víctimas,2.068,Subtotal Galicia,4.463,97.756
Galicia,Pontevedra,2015,Víctimas mortales,43,Subtotal Galicia,123,1.689
Galicia,Pontevedra,2015,Heridos hospitalizados,275,Subtotal Galicia,733,9.495
Galicia,Pontevedra,2015,Total víctimas,3.220,Subtotal Galicia,6.649,136.144
Galicia,Pontevedra,2016,Nº de accidentes con víctimas,1.726,Subtotal Galicia,4.737,102.362
Galicia,Pontevedra,2016,Víctimas mortales,36,Subtotal Galicia,141,1.810
Galicia,Pontevedra,2016,Heridos hospitalizados,260,Subtotal Galicia,764,9.755
Galicia,Pontevedra,2016,Total víctimas,2.668,Subtotal Galicia,6.989,142.200
Galicia,Pontevedra,2017,Nº de accidentes con víctimas,1.760,Subtotal Galicia,4.629,102.233
Galicia,Pontevedra,2017,Víctimas mortales,31,Subtotal Galicia,117,1.830
Galicia,Pontevedra,2017,Heridos hospitalizados,181,Subtotal Galicia,691,9.546
Galicia,Pontevedra,2017,Total víctimas,2.719,Subtotal Galicia,6.833,140.992
Galicia,Pontevedra,2018,Nº de accidentes con víctimas,1.694,Subtotal Galicia,4.380,102.299
Galicia,Pontevedra,2018,Víctimas mortales,35,Subtotal Galicia,144,1.806
Galicia,Pontevedra,2018,Heridos hospitalizados,159,Subtotal Galicia,622,8.935
Galicia,Pontevedra,2018,Total víctimas,2.563,Subtotal Galicia,6.411,140.415
Galicia,Pontevedra,2019,Nº de accidentes con víctimas,1.868,Subtotal Galicia,4.527,104.080
Galicia,Pontevedra,2019,Víctimas mortales,37,Subtotal Galicia,127,1.755
Galicia,Pontevedra,2019,Heridos hospitalizados,212,Subtotal Galicia,634,8.613
Galicia,Pontevedra,2019,Total víctimas,2.866,Subtotal Galicia,6.625,141.113
Galicia,Pontevedra,2020,Nº de accidentes con víctimas,1.491,Subtotal Galicia,3.451,72.959
Galicia,Pontevedra,2020,Víctimas mortales,38,Subtotal Galicia,103,1.370
Galicia,Pontevedra,2020,Heridos hospitalizados,133,Subtotal Galicia,461,6.681
Galicia,Pontevedra,2020,Total víctimas,2.155,Subtotal Galicia,4.800,95.932
Galicia,Pontevedra,2021,Nº de accidentes con víctimas,1.664,Subtotal Galicia,3.920,89.862
Galicia,Pontevedra,2021,Víctimas mortales,37,Subtotal Galicia,104,1.533
Galicia,Pontevedra,2021,Heridos hospitalizados,143,Subtotal Galicia,487,7.784
Galicia,Pontevedra,2021,Total víctimas,2.401,Subtotal Galicia,5.481,119.695
Galicia,Pontevedra,2022,Nº de accidentes con víctimas,1.957,Subtotal Galicia,4.493,97.916
Galicia,Pontevedra,2022,Víctimas mortales,27,Subtotal Galicia,123,1.746
Galicia,Pontevedra,2022,Heridos hospitalizados,176,Subtotal Galicia,539,8.502
Galicia,Pontevedra,2022,Total víctimas,2.714,Subtotal Galicia,6.199,129.576
"Madrid, Comunidad de",Madrid,2011,Nº de accidentes con víctimas,13.962,"Subtotal Madrid, Comunidad de",13.962,83.027
"Madrid, Comunidad de",Madrid,2011,Víctimas mortales,138,"Subtotal Madrid, Comunidad de",138,2.060
"Madrid, Comunidad de",Madrid,2011,Heridos hospitalizados,1.373,"Subtotal Madrid, Comunidad de",1.373,11.347
"Madrid, Comunidad de",Madrid,2011,Total víctimas,18.827,"Subtotal Madrid, Comunidad de",18.827,117.687
"Madrid, Comunidad de",Madrid,2012,Nº de accidentes con víctimas,13.633,"Subtotal Madrid, Comunidad de",13.633,83.115
"Madrid, Comunidad de",Madrid,2012,Víctimas mortales,135,"Subtotal Madrid, Comunidad de",135,1.903
"Madrid, Comunidad de",Madrid,2012,Heridos hospitalizados,1.299,"Subtotal Madrid, Comunidad de",1.299,10.444
"Madrid, Comunidad de",Madrid,2012,Total víctimas,18.090,"Subtotal Madrid, Comunidad de",18.090,117.793
"Madrid, Comunidad de",Madrid,2013,Nº de accidentes con víctimas,14.114,"Subtotal Madrid, Comunidad de",14.114,89.519
"Madrid, Comunidad de",Madrid,2013,Víctimas mortales,130,"Subtotal Madrid, Comunidad de",130,1.680
"Madrid, Comunidad de",Madrid,2013,Heridos hospitalizados,1.386,"Subtotal Madrid, Comunidad de",1.386,10.086
"Madrid, Comunidad de",Madrid,2013,Total víctimas,18.730,"Subtotal Madrid, Comunidad de",18.730,126.400
"Madrid, Comunidad de",Madrid,2014,Nº de accidentes con víctimas,15.078,"Subtotal Madrid, Comunidad de",15.078,91.570
"Madrid, Comunidad de",Madrid,2014,Víctimas mortales,114,"Subtotal Madrid, Comunidad de",114,1.688
"Madrid, Comunidad de",Madrid,2014,Heridos hospitalizados,1.416,"Subtotal Madrid, Comunidad de",1.416,9.574
"Madrid, Comunidad de",Madrid,2014,Total víctimas,19.942,"Subtotal Madrid, Comunidad de",19.942,128.320
"Madrid, Comunidad de",Madrid,2015,Nº de accidentes con víctimas,15.422,"Subtotal Madrid, Comunidad de",15.422,97.756
"Madrid, Comunidad de",Madrid,2015,Víctimas mortales,111,"Subtotal Madrid, Comunidad de",111,1.689
"Madrid, Comunidad de",Madrid,2015,Heridos hospitalizados,1.314,"Subtotal Madrid, Comunidad de",1.314,9.495
"Madrid, Comunidad de",Madrid,2015,Total víctimas,20.114,"Subtotal Madrid, Comunidad de",20.114,136.144
"Madrid, Comunidad de",Madrid,2016,Nº de accidentes con víctimas,16.158,"Subtotal Madrid, Comunidad de",16.158,102.362
"Madrid, Comunidad de",Madrid,2016,Víctimas mortales,121,"Subtotal Madrid, Comunidad de",121,1.810
"Madrid, Comunidad de",Madrid,2016,Heridos hospitalizados,1.254,"Subtotal Madrid, Comunidad de",1.254,9.755
"Madrid, Comunidad de",Madrid,2016,Total víctimas,20.780,"Subtotal Madrid, Comunidad de",20.780,142.200
"Madrid, Comunidad de",Madrid,2017,Nº de accidentes con víctimas,16.248,"Subtotal Madrid, Comunidad de",16.248,102.233
"Madrid, Comunidad de",Madrid,2017,Víctimas mortales,125,"Subtotal Madrid, Comunidad de",125,1.830
"Madrid, Comunidad de",Madrid,2017,Heridos hospitalizados,1.304,"Subtotal Madrid, Comunidad de",1.304,9.546
"Madrid, Comunidad de",Madrid,2017,Total víctimas,21.065,"Subtotal Madrid, Comunidad de",21.065,140.992
"Madrid, Comunidad de",Madrid,2018,Nº de accidentes con víctimas,16.614,"Subtotal Madrid, Comunidad de",16.614,102.299
"Madrid, Comunidad de",Madrid,2018,Víctimas mortales,114,"Subtotal Madrid, Comunidad de",114,1.806
"Madrid, Comunidad de",Madrid,2018,Heridos hospitalizados,1.185,"Subtotal Madrid, Comunidad de",1.185,8.935
"Madrid, Comunidad de",Madrid,2018,Total víctimas,21.399,"Subtotal Madrid, Comunidad de",21.399,140.415
"Madrid, Comunidad de",Madrid,2019,Nº de accidentes con víctimas,16.628,"Subtotal Madrid, Comunidad de",16.628,104.080
"Madrid, Comunidad de",Madrid,2019,Víctimas mortales,159,"Subtotal Madrid, Comunidad de",159,1.755
"Madrid, Comunidad de",Madrid,2019,Heridos hospitalizados,864,"Subtotal Madrid, Comunidad de",864,8.613
"Madrid, Comunidad de",Madrid,2019,Total víctimas,21.291,"Subtotal Madrid, Comunidad de",21.291,141.113
"Madrid, Comunidad de",Madrid,2020,Nº de accidentes con víctimas,10.766,"Subtotal Madrid, Comunidad de",10.766,72.959
"Madrid, Comunidad de",Madrid,2020,Víctimas mortales,105,"Subtotal Madrid, Comunidad de",105,1.370
"Madrid, Comunidad de",Madrid,2020,Heridos hospitalizados,638,"Subtotal Madrid, Comunidad de",638,6.681
"Madrid, Comunidad de",Madrid,2020,Total víctimas,13.427,"Subtotal Madrid, Comunidad de",13.427,95.932
"Madrid, Comunidad de",Madrid,2021,Nº de accidentes con víctimas,13.476,"Subtotal Madrid, Comunidad de",13.476,89.862
"Madrid, Comunidad de",Madrid,2021,Víctimas mortales,127,"Subtotal Madrid, Comunidad de",127,1.533
"Madrid, Comunidad de",Madrid,2021,Heridos hospitalizados,791,"Subtotal Madrid, Comunidad de",791,7.784
"Madrid, Comunidad de",Madrid,2021,Total víctimas,17.026,"Subtotal Madrid, Comunidad de",17.026,119.695
"Madrid, Comunidad de",Madrid,2022,Nº de accidentes con víctimas,15.086,"Subtotal Madrid, Comunidad de",15.086,97.916
"Madrid, Comunidad de",Madrid,2022,Víctimas mortales,125,"Subtotal Madrid, Comunidad de",125,1.746
"Madrid, Comunidad de",Madrid,2022,Heridos hospitalizados,774,"Subtotal Madrid, Comunidad de",774,8.502
"Madrid, Comunidad de",Madrid,2022,Total víctimas,19.092,"Subtotal Madrid, Comunidad de",19.092,129.576
Melilla,Melilla,2011,Nº de accidentes con víctimas,501,Subtotal Melilla,501,83.027
Melilla,Melilla,2011,Víctimas mortales,1,Subtotal Melilla,1,2.060
Melilla,Melilla,2011,Heridos hospitalizados,20,Subtotal Melilla,20,11.347
Melilla,Melilla,2011,Total víctimas,792,Subtotal Melilla,792,117.687
Melilla,Melilla,2012,Nº de accidentes con víctimas,399,Subtotal Melilla,399,83.115
Melilla,Melilla,2012,Víctimas mortales,0,Subtotal Melilla,0,1.903
Melilla,Melilla,2012,Heridos hospitalizados,21,Subtotal Melilla,21,10.444
Melilla,Melilla,2012,Total víctimas,615,Subtotal Melilla,615,117.793
Melilla,Melilla,2013,Nº de accidentes con víctimas,407,Subtotal Melilla,407,89.519
Melilla,Melilla,2013,Víctimas mortales,0,Subtotal Melilla,0,1.680
Melilla,Melilla,2013,Heridos hospitalizados,21,Subtotal Melilla,21,10.086
Melilla,Melilla,2013,Total víctimas,560,Subtotal Melilla,560,126.400
Melilla,Melilla,2014,Nº de accidentes con víctimas,507,Subtotal Melilla,507,91.570
Melilla,Melilla,2014,Víctimas mortales,0,Subtotal Melilla,0,1.688
Melilla,Melilla,2014,Heridos hospitalizados,16,Subtotal Melilla,16,9.574
Melilla,Melilla,2014,Total víctimas,700,Subtotal Melilla,700,128.320
Melilla,Melilla,2015,Nº de accidentes con víctimas,594,Subtotal Melilla,594,97.756
Melilla,Melilla,2015,Víctimas mortales,2,Subtotal Melilla,2,1.689
Melilla,Melilla,2015,Heridos hospitalizados,19,Subtotal Melilla,19,9.495
Melilla,Melilla,2015,Total víctimas,821,Subtotal Melilla,821,136.144
Melilla,Melilla,2016,Nº de accidentes con víctimas,562,Subtotal Melilla,562,102.362
Melilla,Melilla,2016,Víctimas mortales,1,Subtotal Melilla,1,1.810
Melilla,Melilla,2016,Heridos hospitalizados,14,Subtotal Melilla,14,9.755
Melilla,Melilla,2016,Total víctimas,809,Subtotal Melilla,809,142.200
Melilla,Melilla,2017,Nº de accidentes con víctimas,466,Subtotal Melilla,466,102.233
Melilla,Melilla,2017,Víctimas mortales,2,Subtotal Melilla,2,1.830
Melilla,Melilla,2017,Heridos hospitalizados,14,Subtotal Melilla,14,9.546
Melilla,Melilla,2017,Total víctimas,622,Subtotal Melilla,622,140.992
Melilla,Melilla,2018,Nº de accidentes con víctimas,350,Subtotal Melilla,350,102.299
Melilla,Melilla,2018,Víctimas mortales,3,Subtotal Melilla,3,1.806
Melilla,Melilla,2018,Heridos hospitalizados,15,Subtotal Melilla,15,8.935
Melilla,Melilla,2018,Total víctimas,462,Subtotal Melilla,462,140.415
Melilla,Melilla,2019,Nº de accidentes con víctimas,376,Subtotal Melilla,376,104.080
Melilla,Melilla,2019,Víctimas mortales,0,Subtotal Melilla,0,1.755
Melilla,Melilla,2019,Heridos hospitalizados,17,Subtotal Melilla,17,8.613
Melilla,Melilla,2019,Total víctimas,476,Subtotal Melilla,476,141.113
Melilla,Melilla,2020,Nº de accidentes con víctimas,242,Subtotal Melilla,242,72.959
Melilla,Melilla,2020,Víctimas mortales,1,Subtotal Melilla,1,1.370
Melilla,Melilla,2020,Heridos hospitalizados,16,Subtotal Melilla,16,6.681
Melilla,Melilla,2020,Total víctimas,327,Subtotal Melilla,327,95.932
Melilla,Melilla,2021,Nº de accidentes con víctimas,339,Subtotal Melilla,339,89.862
Melilla,Melilla,2021,Víctimas mortales,1,Subtotal Melilla,1,1.533
Melilla,Melilla,2021,Heridos hospitalizados,11,Subtotal Melilla,11,7.784
Melilla,Melilla,2021,Total víctimas,429,Subtotal Melilla,429,119.695
Melilla,Melilla,2022,Nº de accidentes con víctimas,300,Subtotal Melilla,300,97.916
Melilla,Melilla,2022,Víctimas mortales,4,Subtotal Melilla,4,1.746
Melilla,Melilla,2022,Heridos hospitalizados,15,Subtotal Melilla,15,8.502
Melilla,Melilla,2022,Total víctimas,386,Subtotal Melilla,386,129.576
"Murcia, Región de",Murcia,2011,Nº de accidentes con víctimas,625,"Subtotal Murcia, Región de",625,83.027
"Murcia, Región de",Murcia,2011,Víctimas mortales,71,"Subtotal Murcia, Región de",71,2.060
"Murcia, Región de",Murcia,2011,Heridos hospitalizados,242,"Subtotal Murcia, Región de",242,11.347
"Murcia, Región de",Murcia,2011,Total víctimas,1.097,"Subtotal Murcia, Región de",1.097,117.687
"Murcia, Región de",Murcia,2012,Nº de accidentes con víctimas,673,"Subtotal Murcia, Región de",673,83.115
"Murcia, Región de",Murcia,2012,Víctimas mortales,50,"Subtotal Murcia, Región de",50,1.903
"Murcia, Región de",Murcia,2012,Heridos hospitalizados,159,"Subtotal Murcia, Región de",159,10.444
"Murcia, Región de",Murcia,2012,Total víctimas,1.143,"Subtotal Murcia, Región de",1.143,117.793
"Murcia, Región de",Murcia,2013,Nº de accidentes con víctimas,863,"Subtotal Murcia, Región de",863,89.519
"Murcia, Región de",Murcia,2013,Víctimas mortales,57,"Subtotal Murcia, Región de",57,1.680
"Murcia, Región de",Murcia,2013,Heridos hospitalizados,162,"Subtotal Murcia, Región de",162,10.086
"Murcia, Región de",Murcia,2013,Total víctimas,1.365,"Subtotal Murcia, Región de",1.365,126.400
"Murcia, Región de",Murcia,2014,Nº de accidentes con víctimas,826,"Subtotal Murcia, Región de",826,91.570
"Murcia, Región de",Murcia,2014,Víctimas mortales,61,"Subtotal Murcia, Región de",61,1.688
"Murcia, Región de",Murcia,2014,Heridos hospitalizados,173,"Subtotal Murcia, Región de",173,9.574
"Murcia, Región de",Murcia,2014,Total víctimas,1.422,"Subtotal Murcia, Región de",1.422,128.320
"Murcia, Región de",Murcia,2015,Nº de accidentes con víctimas,1.755,"Subtotal Murcia, Región de",1.755,97.756
"Murcia, Región de",Murcia,2015,Víctimas mortales,44,"Subtotal Murcia, Región de",44,1.689
"Murcia, Región de",Murcia,2015,Heridos hospitalizados,219,"Subtotal Murcia, Región de",219,9.495
"Murcia, Región de",Murcia,2015,Total víctimas,2.561,"Subtotal Murcia, Región de",2.561,136.144
"Murcia, Región de",Murcia,2016,Nº de accidentes con víctimas,2.304,"Subtotal Murcia, Región de",2.304,102.362
"Murcia, Región de",Murcia,2016,Víctimas mortales,58,"Subtotal Murcia, Región de",58,1.810
"Murcia, Región de",Murcia,2016,Heridos hospitalizados,241,"Subtotal Murcia, Región de",241,9.755
"Murcia, Región de",Murcia,2016,Total víctimas,3.280,"Subtotal Murcia, Región de",3.280,142.200
"Murcia, Región de",Murcia,2017,Nº de accidentes con víctimas,2.480,"Subtotal Murcia, Región de",2.480,102.233
"Murcia, Región de",Murcia,2017,Víctimas mortales,85,"Subtotal Murcia, Región de",85,1.830
"Murcia, Región de",Murcia,2017,Heridos hospitalizados,233,"Subtotal Murcia, Región de",233,9.546
"Murcia, Región de",Murcia,2017,Total víctimas,3.538,"Subtotal Murcia, Región de",3.538,140.992
"Murcia, Región de",Murcia,2018,Nº de accidentes con víctimas,2.518,"Subtotal Murcia, Región de",2.518,102.299
"Murcia, Región de",Murcia,2018,Víctimas mortales,66,"Subtotal Murcia, Región de",66,1.806
"Murcia, Región de",Murcia,2018,Heridos hospitalizados,285,"Subtotal Murcia, Región de",285,8.935
"Murcia, Región de",Murcia,2018,Total víctimas,3.522,"Subtotal Murcia, Región de",3.522,140.415
"Murcia, Región de",Murcia,2019,Nº de accidentes con víctimas,2.682,"Subtotal Murcia, Región de",2.682,104.080
"Murcia, Región de",Murcia,2019,Víctimas mortales,54,"Subtotal Murcia, Región de",54,1.755
"Murcia, Región de",Murcia,2019,Heridos hospitalizados,259,"Subtotal Murcia, Región de",259,8.613
"Murcia, Región de",Murcia,2019,Total víctimas,3.843,"Subtotal Murcia, Región de",3.843,141.113
"Murcia, Región de",Murcia,2020,Nº de accidentes con víctimas,2.048,"Subtotal Murcia, Región de",2.048,72.959
"Murcia, Región de",Murcia,2020,Víctimas mortales,39,"Subtotal Murcia, Región de",39,1.370
"Murcia, Región de",Murcia,2020,Heridos hospitalizados,200,"Subtotal Murcia, Región de",200,6.681
"Murcia, Región de",Murcia,2020,Total víctimas,2.828,"Subtotal Murcia, Región de",2.828,95.932
"Murcia, Región de",Murcia,2021,Nº de accidentes con víctimas,2.523,"Subtotal Murcia, Región de",2.523,89.862
"Murcia, Región de",Murcia,2021,Víctimas mortales,49,"Subtotal Murcia, Región de",49,1.533
"Murcia, Región de",Murcia,2021,Heridos hospitalizados,238,"Subtotal Murcia, Región de",238,7.784
"Murcia, Región de",Murcia,2021,Total víctimas,3.584,"Subtotal Murcia, Región de",3.584,119.695
"Murcia, Región de",Murcia,2022,Nº de accidentes con víctimas,3.136,"Subtotal Murcia, Región de",3.136,97.916
"Murcia, Región de",Murcia,2022,Víctimas mortales,59,"Subtotal Murcia, Región de",59,1.746
